file_name,region,gender
common_voice_en_17775118.mp3,british isles (uk and ireland),female_feminine
common_voice_en_131226.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142135.mp3,british isles (uk and ireland),female_feminine
common_voice_en_113622.mp3,british isles (uk and ireland),female_feminine
common_voice_en_13769.mp3,british isles (uk and ireland),female_feminine
common_voice_en_18044946.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142106.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142156.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17789941.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142041.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17250158.mp3,british isles (uk and ireland),female_feminine
common_voice_en_153665.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142162.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17790030.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17790050.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17481812.mp3,british isles (uk and ireland),female_feminine
common_voice_en_153678.mp3,british isles (uk and ireland),female_feminine
common_voice_en_118506.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17841385.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17747707.mp3,british isles (uk and ireland),female_feminine
common_voice_en_118446.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17481781.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17789994.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17936033.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17790094.mp3,british isles (uk and ireland),female_feminine
common_voice_en_1089344.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17250166.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17789909.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17254919.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17850526.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17254926.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17790121.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142237.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17790102.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17250162.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17298419.mp3,british isles (uk and ireland),female_feminine
common_voice_en_143930.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17147541.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142118.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17281823.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17627093.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17747836.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17147544.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17790052.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142076.mp3,british isles (uk and ireland),female_feminine
common_voice_en_141965.mp3,british isles (uk and ireland),female_feminine
common_voice_en_142120.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17368219.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17790060.mp3,british isles (uk and ireland),female_feminine
common_voice_en_17413813.mp3,british isles (uk and ireland),female_feminine
common_voice_en_18128784.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17372387.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18162817.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18132496.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17274098.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18157125.mp3,british isles (uk and ireland),male_masculine
common_voice_en_103338.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18171336.mp3,british isles (uk and ireland),male_masculine
common_voice_en_105738.mp3,british isles (uk and ireland),male_masculine
common_voice_en_16243.mp3,british isles (uk and ireland),male_masculine
common_voice_en_107458.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17284463.mp3,british isles (uk and ireland),male_masculine
common_voice_en_178943.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18173301.mp3,british isles (uk and ireland),male_masculine
common_voice_en_123357.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18113777.mp3,british isles (uk and ireland),male_masculine
common_voice_en_128261.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18179234.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17267667.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17444601.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17980770.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17809327.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17935729.mp3,british isles (uk and ireland),male_masculine
common_voice_en_107490.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17748795.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18163161.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17475945.mp3,british isles (uk and ireland),male_masculine
common_voice_en_136434.mp3,british isles (uk and ireland),male_masculine
common_voice_en_125875.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18163443.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18187996.mp3,british isles (uk and ireland),male_masculine
common_voice_en_129336.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17507514.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17245976.mp3,british isles (uk and ireland),male_masculine
common_voice_en_10431889.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18111752.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17442553.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17371997.mp3,british isles (uk and ireland),male_masculine
common_voice_en_107436.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18132830.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17426265.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17276336.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18147648.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18164110.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18172305.mp3,british isles (uk and ireland),male_masculine
common_voice_en_148706.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17245818.mp3,british isles (uk and ireland),male_masculine
common_voice_en_18139515.mp3,british isles (uk and ireland),male_masculine
common_voice_en_1492873.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17385848.mp3,british isles (uk and ireland),male_masculine
common_voice_en_17792509.mp3,multiple accents,female_feminine
common_voice_en_17803510.mp3,multiple accents,female_feminine
common_voice_en_122158.mp3,multiple accents,female_feminine
common_voice_en_15734997.mp3,multiple accents,female_feminine
common_voice_en_17258708.mp3,multiple accents,female_feminine
common_voice_en_125720.mp3,multiple accents,female_feminine
common_voice_en_17258762.mp3,multiple accents,female_feminine
common_voice_en_17782512.mp3,multiple accents,female_feminine
common_voice_en_17258741.mp3,multiple accents,female_feminine
common_voice_en_172600.mp3,multiple accents,female_feminine
common_voice_en_17258727.mp3,multiple accents,female_feminine
common_voice_en_172517.mp3,multiple accents,female_feminine
common_voice_en_122160.mp3,multiple accents,female_feminine
common_voice_en_17457031.mp3,multiple accents,female_feminine
common_voice_en_17792417.mp3,multiple accents,female_feminine
common_voice_en_122167.mp3,multiple accents,female_feminine
common_voice_en_171349.mp3,multiple accents,female_feminine
common_voice_en_17877686.mp3,multiple accents,female_feminine
common_voice_en_125733.mp3,multiple accents,female_feminine
common_voice_en_17457036.mp3,multiple accents,female_feminine
common_voice_en_17803513.mp3,multiple accents,female_feminine
common_voice_en_172678.mp3,multiple accents,female_feminine
common_voice_en_125722.mp3,multiple accents,female_feminine
common_voice_en_17792508.mp3,multiple accents,female_feminine
common_voice_en_17258717.mp3,multiple accents,female_feminine
common_voice_en_172672.mp3,multiple accents,female_feminine
common_voice_en_122176.mp3,multiple accents,female_feminine
common_voice_en_172590.mp3,multiple accents,female_feminine
common_voice_en_175072.mp3,multiple accents,female_feminine
common_voice_en_172469.mp3,multiple accents,female_feminine
common_voice_en_17258735.mp3,multiple accents,female_feminine
common_voice_en_172501.mp3,multiple accents,female_feminine
common_voice_en_17258710.mp3,multiple accents,female_feminine
common_voice_en_17632375.mp3,multiple accents,female_feminine
common_voice_en_17269004.mp3,multiple accents,female_feminine
common_voice_en_172578.mp3,multiple accents,female_feminine
common_voice_en_172461.mp3,multiple accents,female_feminine
common_voice_en_125725.mp3,multiple accents,female_feminine
common_voice_en_15734988.mp3,multiple accents,female_feminine
common_voice_en_17632398.mp3,multiple accents,female_feminine
common_voice_en_175069.mp3,multiple accents,female_feminine
common_voice_en_122159.mp3,multiple accents,female_feminine
common_voice_en_17356636.mp3,multiple accents,female_feminine
common_voice_en_17816002.mp3,multiple accents,female_feminine
common_voice_en_17792512.mp3,multiple accents,female_feminine
common_voice_en_172631.mp3,multiple accents,female_feminine
common_voice_en_17782519.mp3,multiple accents,female_feminine
common_voice_en_17258732.mp3,multiple accents,female_feminine
common_voice_en_172704.mp3,multiple accents,female_feminine
common_voice_en_124224.mp3,multiple accents,female_feminine
common_voice_en_139738.mp3,multiple accents,male_masculine
common_voice_en_111392.mp3,multiple accents,male_masculine
common_voice_en_16382279.mp3,multiple accents,male_masculine
common_voice_en_17888180.mp3,multiple accents,male_masculine
common_voice_en_17864963.mp3,multiple accents,male_masculine
common_voice_en_17781415.mp3,multiple accents,male_masculine
common_voice_en_17808806.mp3,multiple accents,male_masculine
common_voice_en_16047475.mp3,multiple accents,male_masculine
common_voice_en_17746557.mp3,multiple accents,male_masculine
common_voice_en_17271385.mp3,multiple accents,male_masculine
common_voice_en_17888178.mp3,multiple accents,male_masculine
common_voice_en_18099321.mp3,multiple accents,male_masculine
common_voice_en_17251766.mp3,multiple accents,male_masculine
common_voice_en_131375.mp3,multiple accents,male_masculine
common_voice_en_181139.mp3,multiple accents,male_masculine
common_voice_en_16047441.mp3,multiple accents,male_masculine
common_voice_en_178064.mp3,multiple accents,male_masculine
common_voice_en_16048171.mp3,multiple accents,male_masculine
common_voice_en_17732776.mp3,multiple accents,male_masculine
common_voice_en_180979.mp3,multiple accents,male_masculine
common_voice_en_17392608.mp3,multiple accents,male_masculine
common_voice_en_17253387.mp3,multiple accents,male_masculine
common_voice_en_149494.mp3,multiple accents,male_masculine
common_voice_en_17864970.mp3,multiple accents,male_masculine
common_voice_en_181012.mp3,multiple accents,male_masculine
common_voice_en_111571.mp3,multiple accents,male_masculine
common_voice_en_17298521.mp3,multiple accents,male_masculine
common_voice_en_131349.mp3,multiple accents,male_masculine
common_voice_en_15734479.mp3,multiple accents,male_masculine
common_voice_en_181229.mp3,multiple accents,male_masculine
common_voice_en_17392589.mp3,multiple accents,male_masculine
common_voice_en_17392540.mp3,multiple accents,male_masculine
common_voice_en_111363.mp3,multiple accents,male_masculine
common_voice_en_17864960.mp3,multiple accents,male_masculine
common_voice_en_17864967.mp3,multiple accents,male_masculine
common_voice_en_14825.mp3,multiple accents,male_masculine
common_voice_en_15734493.mp3,multiple accents,male_masculine
common_voice_en_15733298.mp3,multiple accents,male_masculine
common_voice_en_15734506.mp3,multiple accents,male_masculine
common_voice_en_16048203.mp3,multiple accents,male_masculine
common_voice_en_15733297.mp3,multiple accents,male_masculine
common_voice_en_17263863.mp3,multiple accents,male_masculine
common_voice_en_18099312.mp3,multiple accents,male_masculine
common_voice_en_17289311.mp3,multiple accents,male_masculine
common_voice_en_17785097.mp3,multiple accents,male_masculine
common_voice_en_17253382.mp3,multiple accents,male_masculine
common_voice_en_111573.mp3,multiple accents,male_masculine
common_voice_en_17888246.mp3,multiple accents,male_masculine
common_voice_en_15734644.mp3,multiple accents,male_masculine
common_voice_en_17746396.mp3,multiple accents,male_masculine
common_voice_en_17450777.mp3,north america (us and canada),female_feminine
common_voice_en_17344200.mp3,north america (us and canada),female_feminine
common_voice_en_15577787.mp3,north america (us and canada),female_feminine
common_voice_en_17344101.mp3,north america (us and canada),female_feminine
common_voice_en_10092.mp3,north america (us and canada),female_feminine
common_voice_en_175674.mp3,north america (us and canada),female_feminine
common_voice_en_148759.mp3,north america (us and canada),female_feminine
common_voice_en_17955247.mp3,north america (us and canada),female_feminine
common_voice_en_17912082.mp3,north america (us and canada),female_feminine
common_voice_en_18129850.mp3,north america (us and canada),female_feminine
common_voice_en_17919851.mp3,north america (us and canada),female_feminine
common_voice_en_17831949.mp3,north america (us and canada),female_feminine
common_voice_en_123686.mp3,north america (us and canada),female_feminine
common_voice_en_17959293.mp3,north america (us and canada),female_feminine
common_voice_en_17958775.mp3,north america (us and canada),female_feminine
common_voice_en_175655.mp3,north america (us and canada),female_feminine
common_voice_en_17979283.mp3,north america (us and canada),female_feminine
common_voice_en_17344031.mp3,north america (us and canada),female_feminine
common_voice_en_177981.mp3,north america (us and canada),female_feminine
common_voice_en_17872539.mp3,north america (us and canada),female_feminine
common_voice_en_17932583.mp3,north america (us and canada),female_feminine
common_voice_en_134322.mp3,north america (us and canada),female_feminine
common_voice_en_156579.mp3,north america (us and canada),female_feminine
common_voice_en_10208917.mp3,north america (us and canada),female_feminine
common_voice_en_17978708.mp3,north america (us and canada),female_feminine
common_voice_en_17955354.mp3,north america (us and canada),female_feminine
common_voice_en_17801158.mp3,north america (us and canada),female_feminine
common_voice_en_17959151.mp3,north america (us and canada),female_feminine
common_voice_en_17432688.mp3,north america (us and canada),female_feminine
common_voice_en_17320774.mp3,north america (us and canada),female_feminine
common_voice_en_17375601.mp3,north america (us and canada),female_feminine
common_voice_en_17543175.mp3,north america (us and canada),female_feminine
common_voice_en_17952422.mp3,north america (us and canada),female_feminine
common_voice_en_17771898.mp3,north america (us and canada),female_feminine
common_voice_en_17488659.mp3,north america (us and canada),female_feminine
common_voice_en_147988.mp3,north america (us and canada),female_feminine
common_voice_en_17952214.mp3,north america (us and canada),female_feminine
common_voice_en_17978711.mp3,north america (us and canada),female_feminine
common_voice_en_17266361.mp3,north america (us and canada),female_feminine
common_voice_en_10208700.mp3,north america (us and canada),female_feminine
common_voice_en_17450836.mp3,north america (us and canada),female_feminine
common_voice_en_1530128.mp3,north america (us and canada),female_feminine
common_voice_en_17696623.mp3,north america (us and canada),female_feminine
common_voice_en_17255536.mp3,north america (us and canada),female_feminine
common_voice_en_17273947.mp3,north america (us and canada),female_feminine
common_voice_en_126024.mp3,north america (us and canada),female_feminine
common_voice_en_17258122.mp3,north america (us and canada),female_feminine
common_voice_en_17917728.mp3,north america (us and canada),female_feminine
common_voice_en_17452816.mp3,north america (us and canada),female_feminine
common_voice_en_17426026.mp3,north america (us and canada),female_feminine
common_voice_en_120723.mp3,north america (us and canada),male_masculine
common_voice_en_17680941.mp3,north america (us and canada),male_masculine
common_voice_en_17945588.mp3,north america (us and canada),male_masculine
common_voice_en_148333.mp3,north america (us and canada),male_masculine
common_voice_en_179706.mp3,north america (us and canada),male_masculine
common_voice_en_17255772.mp3,north america (us and canada),male_masculine
common_voice_en_17887881.mp3,north america (us and canada),male_masculine
common_voice_en_16048570.mp3,north america (us and canada),male_masculine
common_voice_en_17558224.mp3,north america (us and canada),male_masculine
common_voice_en_17650796.mp3,north america (us and canada),male_masculine
common_voice_en_17384726.mp3,north america (us and canada),male_masculine
common_voice_en_18124866.mp3,north america (us and canada),male_masculine
common_voice_en_17266583.mp3,north america (us and canada),male_masculine
common_voice_en_17403770.mp3,north america (us and canada),male_masculine
common_voice_en_171470.mp3,north america (us and canada),male_masculine
common_voice_en_18020357.mp3,north america (us and canada),male_masculine
common_voice_en_17624837.mp3,north america (us and canada),male_masculine
common_voice_en_17298107.mp3,north america (us and canada),male_masculine
common_voice_en_17389061.mp3,north america (us and canada),male_masculine
common_voice_en_17398925.mp3,north america (us and canada),male_masculine
common_voice_en_13765.mp3,north america (us and canada),male_masculine
common_voice_en_153768.mp3,north america (us and canada),male_masculine
common_voice_en_17281236.mp3,north america (us and canada),male_masculine
common_voice_en_17261325.mp3,north america (us and canada),male_masculine
common_voice_en_17259101.mp3,north america (us and canada),male_masculine
common_voice_en_17254114.mp3,north america (us and canada),male_masculine
common_voice_en_115215.mp3,north america (us and canada),male_masculine
common_voice_en_17840377.mp3,north america (us and canada),male_masculine
common_voice_en_17736865.mp3,north america (us and canada),male_masculine
common_voice_en_17248476.mp3,north america (us and canada),male_masculine
common_voice_en_174278.mp3,north america (us and canada),male_masculine
common_voice_en_17969643.mp3,north america (us and canada),male_masculine
common_voice_en_17296119.mp3,north america (us and canada),male_masculine
common_voice_en_18093965.mp3,north america (us and canada),male_masculine
common_voice_en_17254242.mp3,north america (us and canada),male_masculine
common_voice_en_180893.mp3,north america (us and canada),male_masculine
common_voice_en_17258448.mp3,north america (us and canada),male_masculine
common_voice_en_162186.mp3,north america (us and canada),male_masculine
common_voice_en_18124629.mp3,north america (us and canada),male_masculine
common_voice_en_17650761.mp3,north america (us and canada),male_masculine
common_voice_en_17304393.mp3,north america (us and canada),male_masculine
common_voice_en_17383955.mp3,north america (us and canada),male_masculine
common_voice_en_18213865.mp3,north america (us and canada),male_masculine
common_voice_en_145435.mp3,north america (us and canada),male_masculine
common_voice_en_17914840.mp3,north america (us and canada),male_masculine
common_voice_en_17276804.mp3,north america (us and canada),male_masculine
common_voice_en_17288886.mp3,north america (us and canada),male_masculine
common_voice_en_17280437.mp3,north america (us and canada),male_masculine
common_voice_en_17869429.mp3,north america (us and canada),male_masculine
common_voice_en_17256837.mp3,north america (us and canada),male_masculine
common_voice_en_17921951.mp3,other,female_feminine
common_voice_en_17576851.mp3,other,female_feminine
common_voice_en_17581300.mp3,other,female_feminine
common_voice_en_17581309.mp3,other,female_feminine
common_voice_en_17277787.mp3,other,female_feminine
common_voice_en_17595051.mp3,other,female_feminine
common_voice_en_17581296.mp3,other,female_feminine
common_voice_en_17581318.mp3,other,female_feminine
common_voice_en_17277786.mp3,other,female_feminine
common_voice_en_17595154.mp3,other,female_feminine
common_voice_en_17581311.mp3,other,female_feminine
common_voice_en_17581321.mp3,other,female_feminine
common_voice_en_17581294.mp3,other,female_feminine
common_voice_en_17921955.mp3,other,female_feminine
common_voice_en_17595047.mp3,other,female_feminine
common_voice_en_17581279.mp3,other,female_feminine
common_voice_en_17576854.mp3,other,female_feminine
common_voice_en_17576852.mp3,other,female_feminine
